0,449,1.22322946699e-05
0,450,1.22322946699e-05
0,451,1.22322946699e-05
0,452,1.22322946699e-05
0,453,1.22322946699e-05
0,454,1.22322946699e-05
0,455,1.22322946699e-05
0,456,1.22322946699e-05
0,432,1.22322946699e-05
0,457,1.22322946699e-05
0,458,1.22322946699e-05
0,459,1.22322946699e-05
0,460,1.22322946699e-05
0,461,1.22322946699e-05
0,462,1.22322946699e-05
0,463,1.22322946699e-05
0,464,1.22322946699e-05
1,482,2.19776073416e-06
2,483,1.81677696757e-11
2,532,1.81677696757e-11
2,533,1.81677696757e-11
3,582,3.9581782116e-07
3,561,3.9581782116e-07
3,583,3.9581782116e-07
3,584,3.9581782116e-07
3,585,3.9581782116e-07
3,586,3.9581782116e-07
3,587,3.9581782116e-07
3,588,3.9581782116e-07
3,589,3.9581782116e-07
3,590,3.9581782116e-07
4,597,3.50682701987e-20
4,598,3.50682701987e-20
4,599,3.50682701987e-20
4,600,3.50682701987e-20
4,601,3.50682701987e-20
4,602,3.50682701987e-20
4,603,3.50682701987e-20
4,604,3.50682701987e-20
4,605,3.50682701987e-20
4,606,3.50682701987e-20
4,607,3.50682701987e-20
4,608,3.50682701987e-20
4,609,3.50682701987e-20
4,610,3.50682701987e-20
4,611,3.50682701987e-20
4,612,3.50682701987e-20
4,82,3.50682701987e-20
4,613,3.50682701987e-20
4,614,3.50682701987e-20
4,615,3.50682701987e-20
4,616,3.50682701987e-20
4,617,3.50682701987e-20
4,618,3.50682701987e-20
5,668,2.33353017021e-19
6,718,0.000636902909324
7,728,3.47210596026e-22
7,729,3.47210596026e-22
7,730,3.47210596026e-22
7,731,3.47210596026e-22
7,732,3.47210596026e-22
7,733,3.47210596026e-22
7,734,3.47210596026e-22
7,735,3.47210596026e-22
7,736,3.47210596026e-22
7,737,3.47210596026e-22
7,738,3.47210596026e-22
8,787,4.87033613821e-10
10,835,0.000379868065474
10,836,0.000379868065474
11,837,8.52334622386e-12
11,838,8.52334622386e-12
11,839,8.52334622386e-12
11,840,8.52334622386e-12
11,841,8.52334622386e-12
11,842,8.52334622386e-12
11,843,8.52334622386e-12
11,844,8.52334622386e-12
11,845,8.52334622386e-12
12,886,8.62289153421e-19
12,887,8.62289153421e-19
14,930,3.89292758467e-09
14,9,3.89292758467e-09
14,931,3.89292758467e-09
14,932,3.89292758467e-09
14,933,3.89292758467e-09
14,934,3.89292758467e-09
14,45,3.89292758467e-09
14,935,3.89292758467e-09
14,936,3.89292758467e-09
17,997,0.00107478375112
18,1035,5.82468439999e-20
18,1036,5.82468439999e-20
18,1037,5.82468439999e-20
18,1038,5.82468439999e-20
19,1073,4.30306622766e-09
19,1074,4.30306622766e-09
19,1057,4.30306622766e-09
19,354,4.30306622766e-09
19,1075,4.30306622766e-09
19,1076,4.30306622766e-09
19,1077,4.30306622766e-09
19,1078,4.30306622766e-09
19,339,4.30306622766e-09
19,1079,4.30306622766e-09
19,1080,4.30306622766e-09
19,1081,4.30306622766e-09
19,1082,4.30306622766e-09
19,1083,4.30306622766e-09
20,1093,5.96372602948e-07
